scenario,episode,algorithm,reward
domain_randomized_randomized,110,PPO-Rand,315.0456554889679
domain_randomized_randomized,111,PPO-Rand,278.81998550891876
domain_randomized_randomized,112,PPO-Rand,114.73730105161667
domain_randomized_randomized,113,PPO-Rand,168.16818833351135
domain_randomized_randomized,114,PPO-Rand,87.93132278323174
domain_randomized_randomized,115,PPO-Rand,-19.09485423564911
domain_randomized_randomized,116,PPO-Rand,263.07987880706787
domain_randomized_randomized,117,PPO-Rand,195.92397284507751
domain_randomized_randomized,118,PPO-Rand,198.60795092582703
domain_randomized_randomized,119,PPO-Rand,93.22265303134918
domain_randomized_randomized,120,PPO-Rand,224.21227937936783
domain_randomized_randomized,121,PPO-Rand,-16.622374653816223
domain_randomized_randomized,122,PPO-Rand,171.7357271760702
domain_randomized_randomized,123,PPO-Rand,29.983515858650208
domain_randomized_randomized,124,PPO-Rand,285.62653063982725
domain_randomized_randomized,125,PPO-Rand,338.9216295480728
domain_randomized_randomized,126,PPO-Rand,208.49523043632507
domain_randomized_randomized,127,PPO-Rand,18.036099016666412
domain_randomized_randomized,128,PPO-Rand,354.1664628982544
domain_randomized_randomized,129,PPO-Rand,254.6404106616974
domain_randomized_randomized,130,PPO-Rand,353.34377431869507
domain_randomized_randomized,131,PPO-Rand,273.345600605011
domain_randomized_randomized,132,PPO-Rand,72.75340738892555
domain_randomized_randomized,133,PPO-Rand,296.23904037475586
domain_randomized_randomized,134,PPO-Rand,157.25974622368813
domain_randomized_randomized,135,PPO-Rand,211.82334493100643
domain_randomized_randomized,136,PPO-Rand,127.74918222427368
domain_randomized_randomized,137,PPO-Rand,157.1088455915451
domain_randomized_randomized,138,PPO-Rand,61.89196443557739
domain_randomized_randomized,139,PPO-Rand,227.91259493678808
domain_randomized_randomized,140,PPO-Rand,148.48238502442837
domain_randomized_randomized,141,PPO-Rand,-45.80558466911316
domain_randomized_randomized,142,PPO-Rand,161.79331177473068
domain_randomized_randomized,143,PPO-Rand,91.90330040454865
domain_randomized_randomized,144,PPO-Rand,94.17434960603714
domain_randomized_randomized,145,PPO-Rand,339.19758105278015
domain_randomized_randomized,146,PPO-Rand,178.74336874485016
domain_randomized_randomized,147,PPO-Rand,234.0626391619444
domain_randomized_randomized,148,PPO-Rand,155.33267650008202
domain_randomized_randomized,149,PPO-Rand,75.35175305604935
domain_randomized_randomized,150,PPO-Rand,272.6031885147095
domain_randomized_randomized,151,PPO-Rand,249.67284560203552
domain_randomized_randomized,152,PPO-Rand,42.56248331069946
domain_randomized_randomized,153,PPO-Rand,242.62172222696245
domain_randomized_randomized,154,PPO-Rand,371.39397686719894
domain_randomized_randomized,155,PPO-Rand,316.84423691034317
domain_randomized_randomized,156,PPO-Rand,259.99110317230225
domain_randomized_randomized,157,PPO-Rand,195.79417610168457
domain_randomized_randomized,158,PPO-Rand,334.66963946819305
domain_randomized_randomized,159,PPO-Rand,376.1952283382416
domain_randomized_randomized,160,PPO-Rand,87.31975969672203
domain_randomized_randomized,161,PPO-Rand,312.92042660713196
domain_randomized_randomized,162,PPO-Rand,222.91103622317314
domain_randomized_randomized,163,PPO-Rand,35.93805980682373
domain_randomized_randomized,164,PPO-Rand,214.08613860607147
domain_randomized_randomized,165,PPO-Rand,262.9731464087963
domain_randomized_randomized,166,PPO-Rand,141.4601629972458
domain_randomized_randomized,167,PPO-Rand,149.10913735628128
domain_randomized_randomized,168,PPO-Rand,367.4465390443802
domain_randomized_randomized,169,PPO-Rand,186.2887932062149
domain_randomized_randomized,170,PPO-Rand,332.9158653020859
domain_randomized_randomized,171,PPO-Rand,213.2626655101776
domain_randomized_randomized,172,PPO-Rand,141.0308654308319
domain_randomized_randomized,173,PPO-Rand,180.57766819000244
domain_randomized_randomized,174,PPO-Rand,195.089253783226
domain_randomized_randomized,175,PPO-Rand,254.01271295547485
domain_randomized_randomized,176,PPO-Rand,-41.6798015832901
domain_randomized_randomized,177,PPO-Rand,49.892656940966845
domain_randomized_randomized,178,PPO-Rand,271.6181859970093
domain_randomized_randomized,179,PPO-Rand,121.59199225902557
domain_randomized_randomized,180,PPO-Rand,262.3400238454342
domain_randomized_randomized,181,PPO-Rand,312.3732545375824
domain_randomized_randomized,182,PPO-Rand,279.7069261074066
domain_randomized_randomized,183,PPO-Rand,295.6146284341812
domain_randomized_randomized,184,PPO-Rand,197.27756214141846
domain_randomized_randomized,185,PPO-Rand,342.68495082855225
domain_randomized_randomized,186,PPO-Rand,236.90459370613098
domain_randomized_randomized,187,PPO-Rand,223.78143513202667
domain_randomized_randomized,188,PPO-Rand,91.09408596530557
domain_randomized_randomized,189,PPO-Rand,358.6284513473511
domain_randomized_randomized,190,PPO-Rand,78.74989664554596
domain_randomized_randomized,191,PPO-Rand,243.74198627471924
domain_randomized_randomized,192,PPO-Rand,236.585076212883
domain_randomized_randomized,193,PPO-Rand,181.7590895295143
domain_randomized_randomized,194,PPO-Rand,-5.739163875579834
domain_randomized_randomized,195,PPO-Rand,382.6778106689453
domain_randomized_randomized,196,PPO-Rand,239.97519385814667
domain_randomized_randomized,197,PPO-Rand,163.53134715557098
domain_randomized_randomized,198,PPO-Rand,123.29638828709722
domain_randomized_randomized,199,PPO-Rand,208.36115896701813
domain_randomized_randomized,200,PPO-Rand,4.319882273674011
domain_randomized_randomized,201,PPO-Rand,148.86874932050705
domain_randomized_randomized,202,PPO-Rand,126.1885661482811
domain_randomized_randomized,203,PPO-Rand,257.73607337474823
domain_randomized_randomized,204,PPO-Rand,126.81784296035767
domain_randomized_randomized,205,PPO-Rand,327.0258455276489
domain_randomized_randomized,206,PPO-Rand,202.1952772140503
domain_randomized_randomized,207,PPO-Rand,92.54209184646606
domain_randomized_randomized,208,PPO-Rand,109.63589191436768
domain_randomized_randomized,209,PPO-Rand,272.919705927372
domain_randomized_randomized,210,PPO-Rand,27.892675414681435
domain_randomized_randomized,211,PPO-Rand,346.0489777326584
domain_randomized_randomized,212,PPO-Rand,71.36602413654327
domain_randomized_randomized,213,PPO-Rand,47.289909690618515
domain_randomized_randomized,214,PPO-Rand,17.909673631191254
domain_randomized_randomized,215,PPO-Rand,55.67257435619831
domain_randomized_randomized,216,PPO-Rand,121.63197088241577
domain_randomized_randomized,217,PPO-Rand,291.13802886009216
domain_randomized_randomized,218,PPO-Rand,343.97617876529694
domain_randomized_randomized,219,PPO-Rand,130.47694790363312
domain_randomized_randomized,220,PPO-Rand,74.47013902664185
domain_randomized_randomized,221,PPO-Rand,403.17357540130615
domain_randomized_randomized,222,PPO-Rand,517.2000470161438
domain_randomized_randomized,223,PPO-Rand,210.00541126728058
domain_randomized_randomized,224,PPO-Rand,217.20560765266418
domain_randomized_randomized,225,PPO-Rand,223.6095552444458
domain_randomized_randomized,226,PPO-Rand,320.29800486564636
domain_randomized_randomized,227,PPO-Rand,293.7463300228119
domain_randomized_randomized,228,PPO-Rand,22.66325271129608
domain_randomized_randomized,229,PPO-Rand,173.64050102233887
domain_randomized_randomized,230,PPO-Rand,285.9709048271179
domain_randomized_randomized,231,PPO-Rand,157.7702602148056
domain_randomized_randomized,232,PPO-Rand,274.0255674123764
domain_randomized_randomized,233,PPO-Rand,89.18104207515717
domain_randomized_randomized,234,PPO-Rand,94.84747597575188
domain_randomized_randomized,235,PPO-Rand,179.44199314713478
domain_randomized_randomized,236,PPO-Rand,-21.952004313468933
domain_randomized_randomized,237,PPO-Rand,332.6949737071991
domain_randomized_randomized,238,PPO-Rand,210.4721152484417
domain_randomized_randomized,239,PPO-Rand,192.31592971086502
domain_randomized_randomized,240,PPO-Rand,19.906005203723907
domain_randomized_randomized,241,PPO-Rand,230.4501869082451
domain_randomized_randomized,242,PPO-Rand,61.78991413116455
domain_randomized_randomized,243,PPO-Rand,-115.26221626996994
domain_randomized_randomized,244,PPO-Rand,444.4247553348541
domain_randomized_randomized,245,PPO-Rand,306.2717435359955
domain_randomized_randomized,246,PPO-Rand,217.4054832458496
domain_randomized_randomized,247,PPO-Rand,177.21479034423828
domain_randomized_randomized,248,PPO-Rand,487.9694958925247
domain_randomized_randomized,249,PPO-Rand,330.61495530605316
domain_randomized_randomized,250,PPO-Rand,445.25866585969925
domain_randomized_randomized,251,PPO-Rand,132.33669866621494
domain_randomized_randomized,252,PPO-Rand,48.35887336730957
domain_randomized_randomized,253,PPO-Rand,342.53696493804455
domain_randomized_randomized,254,PPO-Rand,167.3806567490101
domain_randomized_randomized,255,PPO-Rand,393.9614038467407
domain_randomized_randomized,256,PPO-Rand,174.59613227844238
domain_randomized_randomized,257,PPO-Rand,341.99828362464905
domain_randomized_randomized,258,PPO-Rand,264.75698286294937
domain_randomized_randomized,259,PPO-Rand,228.9589380323887
domain_randomized_randomized,260,PPO-Rand,56.39017307758331
domain_randomized_randomized,261,PPO-Rand,142.07366406917572
domain_randomized_randomized,262,PPO-Rand,108.7315661907196
domain_randomized_randomized,263,PPO-Rand,100.57181560993195
domain_randomized_randomized,264,PPO-Rand,107.89110016822815
domain_randomized_randomized,265,PPO-Rand,329.9756455421448
domain_randomized_randomized,266,PPO-Rand,187.26594305038452
domain_randomized_randomized,267,PPO-Rand,260.01039642095566
domain_randomized_randomized,268,PPO-Rand,382.9569525718689
domain_randomized_randomized,269,PPO-Rand,33.90572941303253
domain_randomized_randomized,270,PPO-Rand,35.93603050708771
domain_randomized_randomized,271,PPO-Rand,199.55074906349182
domain_randomized_randomized,272,PPO-Rand,175.18679475784302
domain_randomized_randomized,273,PPO-Rand,283.8605134487152
domain_randomized_randomized,274,PPO-Rand,169.72738157212734
domain_randomized_randomized,275,PPO-Rand,141.1908004283905
domain_randomized_randomized,276,PPO-Rand,117.559237241745
domain_randomized_randomized,277,PPO-Rand,23.102924168109894
domain_randomized_randomized,278,PPO-Rand,250.55083119869232
domain_randomized_randomized,279,PPO-Rand,42.32917386293411
domain_randomized_randomized,280,PPO-Rand,247.80130851268768
domain_randomized_randomized,281,PPO-Rand,158.684317111969
domain_randomized_randomized,282,PPO-Rand,297.0926823616028
domain_randomized_randomized,283,PPO-Rand,256.15678691864014
domain_randomized_randomized,284,PPO-Rand,215.71451330184937
domain_randomized_randomized,285,PPO-Rand,-3.1322131156921387
domain_randomized_randomized,286,PPO-Rand,270.3273973464966
domain_randomized_randomized,287,PPO-Rand,46.80575680732727
domain_randomized_randomized,288,PPO-Rand,223.1192271709442
domain_randomized_randomized,289,PPO-Rand,86.77341169118881
domain_randomized_randomized,290,PPO-Rand,334.3069747760892
domain_randomized_randomized,291,PPO-Rand,260.63286596536636
domain_randomized_randomized,292,PPO-Rand,248.21018433570862
domain_randomized_randomized,293,PPO-Rand,151.18684193491936
domain_randomized_randomized,294,PPO-Rand,247.46738719940186
domain_randomized_randomized,295,PPO-Rand,356.3664802312851
domain_randomized_randomized,296,PPO-Rand,288.8824906349182
domain_randomized_randomized,297,PPO-Rand,331.86063635349274
domain_randomized_randomized,298,PPO-Rand,181.06597244739532
domain_randomized_randomized,299,PPO-Rand,236.59662508964539
domain_randomized_randomized,300,PPO-Rand,131.04088938236237
domain_randomized_randomized,301,PPO-Rand,326.0033279657364
domain_randomized_randomized,302,PPO-Rand,280.8595972061157
domain_randomized_randomized,303,PPO-Rand,231.54746389389038
domain_randomized_randomized,304,PPO-Rand,142.53924942016602
domain_randomized_randomized,305,PPO-Rand,313.15054911375046
domain_randomized_randomized,306,PPO-Rand,358.75811821222305
domain_randomized_randomized,307,PPO-Rand,159.33913016319275
domain_randomized_randomized,308,PPO-Rand,144.4954081773758
domain_randomized_randomized,309,PPO-Rand,76.88519716262817
domain_randomized_randomized,310,PPO-Rand,370.62726306915283
domain_randomized_randomized,311,PPO-Rand,362.12636160850525
domain_randomized_randomized,312,PPO-Rand,266.7237584590912
domain_randomized_randomized,313,PPO-Rand,207.12730598449707
domain_randomized_randomized,314,PPO-Rand,154.2639684677124
domain_randomized_randomized,315,PPO-Rand,74.56395351886749
domain_randomized_randomized,316,PPO-Rand,-35.957801043987274
domain_randomized_randomized,317,PPO-Rand,347.5573184490204
domain_randomized_randomized,318,PPO-Rand,290.7332993745804
domain_randomized_randomized,319,PPO-Rand,10.346018198877573
domain_randomized_randomized,320,PPO-Rand,150.76674076914787
domain_randomized_randomized,321,PPO-Rand,189.8761101961136
