scenario,scenario_title,method,path_found,energy_feasible,task_success,battery_capacity,energy_margin,path_length,total_cost,energy,terrain_risk,shadow_ratio,comm_blackout_ratio,avg_slope,setting,sample_seed,replan_count,collision_fail,online_runtime_sec,known_cell_ratio
baseline,Base Plain With Sparse Rocks,A* shortest,0,0,0,90.0,-0.7905681823621791,43.59797974644666,169.3177167836881,90.79056818236218,28.728818431951048,0.0,0.48484848484848486,0.3039035888470015,offline_full_map,10138,,,,
baseline,Base Plain With Sparse Rocks,A* risk-aware,1,1,1,90.0,11.557965556530647,57.76955262170047,126.2058987232984,78.44203444346935,6.6159063842862125,0.0,0.4166666666666667,0.13783138300596276,offline_full_map,10138,,,,
baseline,Base Plain With Sparse Rocks,DQN,1,1,1,90.0,10.041509397161292,57.18376618407356,143.59385386214382,79.95849060283871,14.056255793498565,0.0,0.5319148936170213,0.1543884211382673,offline_full_map,10138,,,,
baseline,Base Plain With Sparse Rocks,PPO,1,1,1,90.0,10.041509397161292,57.18376618407356,143.59385386214382,79.95849060283871,14.056255793498565,0.0,0.5319148936170213,0.1543884211382673,offline_full_map,10138,,,,
baseline,Base Plain With Sparse Rocks,BFS-online,0,0,0,90.0,-0.2941228669862852,41.526911934581186,160.53116920782082,90.29412286698629,26.389052865478124,0.0,0.48484848484848486,0.3617894807720644,online_local_view,10138,32.0,0.0,0.217914795037359,0.24444444444444444
baseline,Base Plain With Sparse Rocks,Greedy-online,0,0,0,90.0,-0.6968089985522283,76.95331880577403,206.17979289537737,90.69680899855223,44.306234032690966,0.0,0.0,0.07778989344091013,online_local_view,10138,55.0,0.0,0.05728019215166569,0.11259259259259259
baseline,Base Plain With Sparse Rocks,A* shortest-online,0,0,0,90.0,-0.7905681823621791,43.59797974644666,169.3177167836881,90.79056818236218,28.728818431951048,0.0,0.48484848484848486,0.3039035888470015,online_local_view,10138,32.0,0.0,0.03723805211484432,0.25728395061728393
baseline,Base Plain With Sparse Rocks,A* risk-aware-online,0,0,0,90.0,-2.254616668119098,47.35533905932736,159.4746293433228,92.2546166681191,21.874882680121367,0.0,0.47368421052631576,0.24012849158214136,online_local_view,10138,37.0,0.0,1.2937517128884792,0.26222222222222225
baseline,Base Plain With Sparse Rocks,D* Lite-style,0,0,0,90.0,-2.254616668119098,47.35533905932736,159.4746293433228,92.2546166681191,21.874882680121367,0.0,0.47368421052631576,0.24012849158214136,online_local_view,10138,37.0,0.0,1.2821117551065981,0.26222222222222225
baseline,Base Plain With Sparse Rocks,DQN-online,1,1,1,90.0,10.041509397161292,57.18376618407356,143.59385386214382,79.95849060283871,14.056255793498565,0.0,0.5319148936170213,0.1543884211382673,online_local_view,10138,0.0,0.0,,
baseline,Base Plain With Sparse Rocks,PPO-online,1,1,1,90.0,10.041509397161292,57.18376618407356,143.59385386214382,79.95849060283871,14.056255793498565,0.0,0.5319148936170213,0.1543884211382673,online_local_view,10138,0.0,0.0,,
baseline,Base Plain With Sparse Rocks,BFS,1,1,1,90.0,12.330600653478072,50.497474683058314,140.7924373378641,77.66939934652193,18.099073522555358,0.0,0.5675675675675675,0.21348847358257728,offline_full_map,10175,,,,
baseline,Base Plain With Sparse Rocks,Greedy,1,1,1,90.0,4.554129053307221,57.18376618407356,152.5476417097158,85.44587094669278,16.94885925448191,0.0,0.5531914893617021,0.21593317562727482,offline_full_map,10175,,,,
baseline,Base Plain With Sparse Rocks,A* shortest,1,1,1,90.0,12.159415442209252,50.49747468305832,141.53949640800528,77.84058455779075,18.017942261189912,0.0,0.5945945945945946,0.2112957367889165,offline_full_map,10175,,,,
baseline,Base Plain With Sparse Rocks,A* risk-aware,1,1,1,90.0,14.947257641441325,58.94112549695428,126.02393996754819,75.05274235855867,5.731808347331781,0.0,0.58,0.11463616694663563,offline_full_map,10175,,,,
baseline,Base Plain With Sparse Rocks,DQN,1,1,1,90.0,5.3937693098784365,57.18376618407356,151.33502571845497,84.60623069012156,16.612191628707674,0.0,0.5531914893617021,0.2087700346533549,offline_full_map,10175,,,,
baseline,Base Plain With Sparse Rocks,PPO,1,1,1,90.0,5.3937693098784365,57.18376618407356,151.33502571845497,84.60623069012156,16.612191628707674,0.0,0.5531914893617021,0.2087700346533549,offline_full_map,10175,,,,
baseline,Base Plain With Sparse Rocks,BFS-online,1,1,1,90.0,8.364738561384925,51.08326112068522,145.365406115265,81.63526143861507,18.38251544797061,0.0,0.5526315789473685,0.21532935389396352,online_local_view,10175,37.0,0.0,0.19763781502842903,0.2967901234567901
baseline,Base Plain With Sparse Rocks,Greedy-online,0,0,0,90.0,-1.429661443261395,62.74011537017759,191.39494998226073,91.4296614432614,34.97651721928129,0.0,0.0,0.19742744206836038,online_local_view,10175,47.0,0.0,0.043030662927776575,0.16098765432098766
baseline,Base Plain With Sparse Rocks,A* shortest-online,1,1,1,90.0,12.159415442209252,50.49747468305832,141.53949640800528,77.84058455779075,18.017942261189912,0.0,0.5945945945945946,0.2112957367889165,online_local_view,10175,36.0,0.0,0.027729741763323545,0.29530864197530865
baseline,Base Plain With Sparse Rocks,A* risk-aware-online,1,1,1,90.0,12.206431463537825,55.426406871192846,134.98118990027896,77.79356853646217,13.49738683456413,0.0,0.4772727272727273,0.1715315189673666,online_local_view,10175,43.0,0.0,1.3619723096489906,0.3135802469135803
baseline,Base Plain With Sparse Rocks,D* Lite-style,1,1,1,90.0,12.206431463537825,55.426406871192846,134.98118990027896,77.79356853646217,13.49738683456413,0.0,0.4772727272727273,0.1715315189673666,online_local_view,10175,43.0,0.0,1.3650645799934864,0.3135802469135803
baseline,Base Plain With Sparse Rocks,DQN-online,1,1,1,90.0,5.3937693098784365,57.18376618407356,151.33502571845497,84.60623069012156,16.612191628707674,0.0,0.5531914893617021,0.2087700346533549,online_local_view,10175,0.0,0.0,,
baseline,Base Plain With Sparse Rocks,PPO-online,1,1,1,90.0,5.3937693098784365,57.18376618407356,151.33502571845497,84.60623069012156,16.612191628707674,0.0,0.5531914893617021,0.2087700346533549,online_local_view,10175,0.0,0.0,,
baseline,Base Plain With Sparse Rocks,BFS,0,0,0,90.0,-1.1149170910400414,44.59797974644667,143.3539281288153,91.11491709104004,16.116267915445516,0.0,0.5294117647058824,0.2990078798660446,offline_full_map,10212,,,,
baseline,Base Plain With Sparse Rocks,Greedy,0,0,0,90.0,-0.8521361938855136,52.012193308819754,135.5209129585249,90.85213619388551,8.206441019052704,0.0,0.5853658536585366,0.20015709802567572,offline_full_map,10212,,,,
baseline,Base Plain With Sparse Rocks,A* shortest,0,0,0,90.0,-1.0526316036701076,44.42640687119285,145.8555218678384,91.05263160367011,17.63988844173143,0.0,0.5151515151515151,0.3027238921736797,offline_full_map,10212,,,,
baseline,Base Plain With Sparse Rocks,A* risk-aware,1,1,1,90.0,5.510291077495822,57.18376618407356,136.3843679935767,84.48970892250418,8.159140044190373,0.0,0.574468085106383,0.173598724344476,offline_full_map,10212,,,,
baseline,Base Plain With Sparse Rocks,DQN,0,1,0,90.0,0.17681095254867785,51.01219330881975,133.2008839163232,89.82318904745132,8.215359123285175,0.0,0.575,0.20538397808212938,offline_full_map,10212,,,,
baseline,Base Plain With Sparse Rocks,PPO,0,1,0,90.0,0.17681095254867785,51.01219330881975,133.2008839163232,89.82318904745132,8.215359123285175,0.0,0.575,0.20538397808212938,offline_full_map,10212,,,,
baseline,Base Plain With Sparse Rocks,BFS-online,0,0,0,90.0,-0.9016010031072312,43.35533905932738,148.61644109495282,90.90160100310723,19.66152993031256,0.0,0.5,0.3282802920680164,online_local_view,10212,33.0,0.0,0.2077003251761198,0.25333333333333335
baseline,Base Plain With Sparse Rocks,Greedy-online,0,0,0,90.0,-0.8521361938855136,52.012193308819754,135.5209129585249,90.85213619388551,8.206441019052704,0.0,0.5853658536585366,0.20015709802567572,online_local_view,10212,40.0,0.0,0.02899660263210535,0.30074074074074075
baseline,Base Plain With Sparse Rocks,A* shortest-online,0,0,0,90.0,-0.7180237158478491,45.01219330881976,148.62522759258144,90.71802371584785,18.47110009932365,0.0,0.5294117647058824,0.29326764998010746,online_local_view,10212,33.0,0.0,0.029003177769482136,0.26567901234567903
baseline,Base Plain With Sparse Rocks,A* risk-aware-online,0,1,0,90.0,90.0,0.0,0.0,0.0,0.16123235082705928,0.0,0.0,0.16123235082705928,online_local_view,10212,1.0,0.0,0.06898112827911973,0.03950617283950617
baseline,Base Plain With Sparse Rocks,D* Lite-style,0,1,0,90.0,90.0,0.0,0.0,0.0,0.16123235082705928,0.0,0.0,0.16123235082705928,online_local_view,10212,1.0,0.0,0.06920695910230279,0.03950617283950617
baseline,Base Plain With Sparse Rocks,DQN-online,0,1,0,90.0,0.17681095254867785,51.01219330881975,133.2008839163232,89.82318904745132,8.215359123285175,0.0,0.575,0.20538397808212938,online_local_view,10212,0.0,0.0,,
